,store_id,store_name,score,ward,review_cnt,review,user_info
0,00000001,カッチャル バッチャル,4.19,東京都内,471,週末昼前の来訪です。今年こちらの近隣に引っ越してきましたが、インド料理・カレーのジャンルでは食べログ全国ランキング1位のカッチャルバッチャルさんは知りつつも夜のみ・予約のみでしか食べらず、敷居が高そうでずっとご縁がないだろうと思っていましたが、この10月からランチを始められました。何度か通りがかりつつ今日こそはと意を決して週末に入ってみました。オープンの15分前より並び始めました。この日は天候が芳しくなく先客は5人ほどですぐには入れました。店内はカウンター5席、2人用テーブル5卓、4人用テーブル1卓ほどの小さなお店で、調理場もこじんまりとしたスペースです。マスターやスタッフの方もどことなく朗らかでアットホームな感じで予想外に良い雰囲気でした。ランチメニューの中から・お好みのカレー1種(マトンとひき肉)・チーズクルチャ・ミニカレー(バターチキン)をオーダーしました。新大塚・大塚エリアには他にも美味しそうなインド料理屋さんがありますが、どの店も量が過剰すぎる印象で、カレーを2種類以上チョイスすると大抵ナン＋ライスのセットが強要され、2食分以上のカロリーを摂らされてしまうのが嫌でしたが、このランチメニューは男性も女性も量が多くて困ることはないと思いました。お好みのカレーは丁度良い量で、チーズクルチャも小さめ、ミニカレーも丁度よいプチサイズです。ランチカレーは日替わりで変わります。できればマトンかエビが食べたいと思っていたら幸い「マトンとひき肉」がありました。またバターチキンもあり2種類をいただけることになりました。マトンとひき肉のカレーは辛口とのことですが、スパイスが主張しすぎない穏やかさで優しい味です。マトンの肉感やひき肉の風味は絶品で、ランチタイムでこのクオリティのカレーが食べられたことに感動しきりでした。個人的には10年前に南インドに一時出張していたことがありましたが、現地のカレーはスパイスの辛味の刺激が強く、南インドカレーはパンチの効いた印象がありましたが、こちらは日本人向けの上品さと絶妙なバランス感覚がありますね。これまで食べたマトンカレーの中でダントツに美味しいものでした。バターチキンはさらに美味しくてびっくり！トマトベースのカレーソースですが、こちらはバターとの濃厚なハーモニーが絶品級で1口1口が美味しすぎます！！とろ～りチーズがの入ったクルチャとの相性も最高に良く、もっと食べたい・また食べに来たいと思わされるお味でした。ランチの日替わりメニューなのに１つ１つの美味しさに驚きましたが、２つとも意外にマイルドでまろやかなカレーでした。スパイスをやたら強調するお店もありますが、こちらは名店らしく１つ１つに気配りとバランス感覚があり、まったく尖ったところのない味で、後味も爽やかに感じました。これから昼も入りにくくなりそうですが、入れて良かったです。なお、テイクアウトは昼も夜も利用できるとのことで、次回はそちらもいただいたみたいところです。ごちそうさまでした。,男性・東京都
1,00000001,カッチャル バッチャル,4.19,東京都内,471,今現在4.19という超高点数の『カッチャルパッチャル』当然、百名店です。10月からランチが始まったとの情報を得て早速やって来ました♪小雨降る平日13時頃2F店舗へのやや急階段を登りドアをオープンするや『おひとり様ですか？どうぞお好きな席へ』スマートすぎる対応wこじんまりした小さな店内カウンター席も空いていたけど2人掛けのテーブル席へ腰をおろす。この席だと店内全体を見渡せるのだ(^^)本日のカレー4種類の中から選んだのは以下■南インドのホタテ(小辛)■チーズクルチャ カレー1種類とチーズクルチャで1400円 (税込)もうちっと庶民価格だと嬉しいんだけどなぁ(ΦᆺΦ)ドリンクをつけると更に+300〜400円ここ大塚の地には『やっぱりインディア』という超絶ハイコスパのカレー店を知っているだけに…しかし、さすがのこちら人気店は私がいる間にもお客さんがどんどん来店して空席が埋まっていきます。ワンプレートに盛り付けられたカレーとチーズクルチャとキャベツのアチャール♪カレーはココナッツの優しい味わいでクセもなくスパイスの香りが良くとても食べやすいです。辛さはほとんど感じない位マイルド。中振りなホタテが結構入っています。熱々のチーズクルチャにはガーリックが効いておりチーズがトロリン(^^)したたる程のチーズは入っていないけどこれは絶品❗カレーと共に美味しくてペロリっと腹七分目で完食〜今日の昼はこの程度の満腹具合で却ってよかったかもwだってこの後はびびちゃん、先輩と久しぶりの新橋飲み会だもんで♡,女性・東京都
2,00000001,カッチャル バッチャル,4.19,東京都内,471,10月からです。11:30～ラストオーダー13:30です。googleMapに載ってたインスタリンクで３日か４日に発見。定休日は日・月となってます。■6日訪問日・月休みで6日に訪問した際の先週はオープンから暫くお客さんが少なかった状態でした。■1２日（月）訪問げっやってない、定休日みたいでした。■13日（火）訪問台風が過ぎ去り今週の火曜にやっと再訪できました。いきなりオープンから１０分で満席状態でした。■1４日（水：今日）訪問オープン～１２時前の時点での話しで昨日よりは空いてますが７～８割状態でした。但し開店待ちのお客さんは昨日より増えてました。超人気店らしくて夜営業だけだった時は実質的に予約が必須だったらしくそして２階にあるために当日の空き状況もわからずなかなか敷居の高いこちらのお店、今週がチャンスのように思えます。あとなんだかすいません食べログ書くのは今日まで控えていました。ごめんなさい。お料理に関してですがこの★3.9は私がまだあまり理解できていないためかもしれません。10分ちょっとぐらいで行ける近隣店の東池袋A-RAJと比較すると、カレースパイスの効きはどちらも効いていて非常に良いのですがこちらの方がより日本人に訴えかけてくると思いました。追記：こちらの画像のメニュー（グランドメニュー？）ではなくはランチ用に品目を絞ったメニューが別に有ります。,50代前半・男性・東京都
3,00000001,カッチャル バッチャル,4.19,東京都内,471,"訪問日時：休日11:45-12:15天気：雨 ずっと気になっていたカッチャルバッチャル。夜営業のみだからさすがに一人では行きづらいな…と思っていたらなんとランチ営業を開始したとのこと！というわけで行ってきました。2階にあり、エレベーターはありません。 カウンター席があり、そこに案内されました。たまたま予約の電話がかかってきて聞こえてきたのですが、おひとりで夜の予約をする方もいるんですね。一人だと量や種類が食べられないのでハードル高かったですが。 お好みのカレー1種　1,100円　ハーフナン、ハーフライスにしました。マンゴーラッシー　400円カレーは4種からで、マイルドバターチキンにしました。食べてみて、食べログの点数が高いのが納得。カレーは比較できるほど食べていませんが、美味しい！これは定期的に通わねばと思いました。 マンゴーラッシーは濃厚で美味しかったです。",女性・埼玉県
4,00000001,カッチャル バッチャル,4.19,東京都内,471,新大塚駅からほど近いこちら。狭い階段を２Fにあがると、小さな店舗はすでに満員。予約しないとなかなか席がとれないお店です。人気のほどは以前から聞いていましたが、なるほど、店主のスパイス使いはすご技でした。スパイスが全面に主張してくるわけではないのに、バランスがいい、といいましょうか。やさしい組み立てで、カレーにコクを出しています。この日、いただいたのは、以下です。１、骨なしタンドーリチキン２、チキンマラィティッカ　　マイルドな白いタンドーリチキン　　１，２は、それぞれ3個入りで540円なのですが、　　二人で迷っていると、2個づつの盛り合わせを　　提案してくれました。　　こういう気づかいがいいですね～～。３、バターチキンカレー　　1100円　　甘口でクリーミー。４、南インドの海老カレー　　1100円　　小辛。ココナッツベースです。　　５、チーズクルチャ　　600円　　チーズがたっぷりで、ゴキゲンです。６、マンゴーラッシー　　480円　　マンゴーの濃さに良心を感じます。初めてだったので、定番的なものをいただきましたが、次回は、辛口系のものもトライしてみたいと思います。,女性・東京都
5,00000001,カッチャル バッチャル,4.19,東京都内,471,"新大塚の人気インド料理のお店。シェフの田村氏は「新宿ボンベイ」「ダバインディア」「グルガオン」という名店で修業後、2010年にご自身のお店をオープン。アラカルトで下記を頂きました。彩り野菜のグリル骨無しタンドリーチキンとチキンマライティッカ（チキンマライティッカは白いタンドリーチキン）仔羊のシークカバブバターチキンカレーポークビンダールカレーチーズクルチャカブリナン（いちじくとナッツ入りのナン）全部美味しかったけど、チキンマライティッカとカブリナンは他では食べられないと思いました！チーズクルチャは塩味もあるので、甘口のバターチキンカレーに合う！そして甘いカブリナンは、辛いポークビンダールカレーに合う！また伺いたいですー！！使ったお金：4,000円点数：４点５点：　ぜひ再訪したい！！４点：　機会があれば再訪したい！３点：　再訪してもよい。２点：　一度行けばよいかな。１点：　行く必要無し。",女性・東京都
6,00000001,カッチャル バッチャル,4.19,東京都内,471,久しぶりに丸ノ内線の新大塚駅から近いカッチャルバッチャルさんへの訪問です。今回で3回目！！前回からだいぶ間が空いてしまいました。当日の予約にも関わらず空き時間帯を教えて戴いて席を確保できました。サラダから、野菜のグリル、タンドリーチキン海老の香味焼き、チーズナンを。骨付きチキンのビリヤニ、バターチキン、鯖のトマトラッサムカレー、ナンを追加でガッツリと今日もいただきました！！前菜はどれを食べてもスパイス感あって美味しい。チーズナンは程良いチーズの量と大きさも的利用で嬉しいです。ビリヤニを食べたら今日もスパイスまみれです。締めのカレーは酸味と甘みあるバターチキンとさらっとした鯖のトマトラッサムをナンで頂きました。いつ行っても接客もよく、味は鉄板！！今日もご馳走さまでした^_^,40代後半
7,00000001,カッチャル バッチャル,4.19,東京都内,471,新大塚駅と大塚駅の間ぐらいにあるお店です。東京で常にランキング上位のお店です。一週間ほど前に予約して訪問しました。カウンターとテーブル五つほどのこじんまりとした、でも明るく小洒落たお店です。インド料理店ではあるものの、店員さんが日本人なので、雰囲気は日本らしいお店です。こちらのお店、一品もカレーもメニューが多いです。サラダからタンドリーの焼き物、カレー、お酒も揃っています。頼んだのは評判の高かったチーズクルチャ、それにタンドリーチキン、三つだからと一つは辛さ控えめのチキンティッカにしてくれました。嬉しいサービスです。それに、カレーは最近あちこちでハマってよく頼んでるポークビンダルーカレーにしました。チーズクルチャは濃厚なチーズと焼き立ての香ばしさが美味い。タンドリーチキン、チキンティッカは柔らかく、香辛料も染み込んでいます。ポークビンダルーはポークが柔らかく、酸味も程よく、香辛料も効いて美味しかったです。サラサラではなく野菜が溶け込んでいるので、これはご飯と食べたかったです。なお、カレーは中辛ではあるもののそれほど辛くなく、タンドリーチキンも意外と辛く無いです。辛いのがよっぽど苦手な人で無ければ美味しく楽しめるお店です。一通り食べてどれも外れ無し、満足度も上々ですが、それほどクセや特徴があるわけではないため、一発の衝撃はそれほどでは無いですが、おそらく、一回訪問の評価より、通うことで評価が上がりそうなお店だと思います。,男性
8,00000001,カッチャル バッチャル,4.19,東京都内,471,こちらは何年か前に予約取ってくれた子に連れてきてもらって以来、未訪。旨かった記憶はあれど、おっちゃんは予約のハードル高いとこには固執しません（笑）この日、ピンチヒッターで大塚で16時過ぎに仕事終えたワシは直帰モード。段取り悪い担当のせいで昼も食えとらんかったので、即検索。あれ？こちら17時からなんじゃ。ダメ元℡してみるとOK。こりゃ嬉しいと早速GO。トップバッターじゃ。お店の方に聞くと週末はともかく、平日の開店直後、短時間限定の少人数ならかなり可能性あるとか。実際この日の開店直後は、ワシ以外女性おひとり様が2組じゃった。これはええ事知った。麦酒に海老の香味焼き、チーズクルチャ、バターチキンをオーダー。この日は2号はバイトで遅く、カミさん一人なのでお土産テイクアウトで同じく海老の香味焼き、タンドリーチキン、チキンマライテッカ、チーズクルチャ、ビリヤニを。軽めの焼き入れ、海老のジューシーさも残る香味焼きとソラチの組み合わせはええコンビ。サクッとした食感に熱々のチーズが糸引くクルチャと少し辛味を強めてもらったバターチキンのマイルド＆後追いトマトの酸味がお見事。テイクアウト品も勿論、お店で食べる方が旨いのは間違いないが、十分満足じゃわ。本格的インド料理店と言うより、良い意味でインド居酒屋あるいはバル的要素の強いお店。人気あるのも納得。滞在時間40分で美味しく頂き、テイクアウト持ってご馳走さま。このご時世、逆にセルフコントロールで17時入店楽勝なので、こりゃ近々また伺います。,男性・東京都
9,00000001,カッチャル バッチャル,4.19,東京都内,471,コロナ対策のためテイクアウトのみの営業でしたが、店内で飲食出来るようになったと聞いて久しぶりに来ました。大塚のカッチャルバッチャル。雰囲気が良く何を食べても美味しい店。まずは生ビール。一口飲むとなんかスパイシー。エビスのジョッキに入ってきたのでなんぞ！と思い、サーバのせいか？何かスパイスが混入したか！と不安に思いましたが、なんのことはない、銘柄がサッポロのソラチでした。スパイシーな香りが食欲を増進させます。海老の香味焼き。火の通りが良い塩梅で、香りが良し。硫黄の香りがする岩塩が良いアクセント。ミントのソースも美味しいです。このミントソースが良くできていて、ラムに垂らせば簡易モヒートができるのでは。タンドリーチキンは適度な辛さが後をひくし、鳥の柔らかさが衝撃的。漬け込むタレにタンパク質を分解する成分が入ってるのかしら。野菜のグリルは軽くウイキョウの香り。火の通りが良い塩梅だしシンプルで美味しい。ホタテカレー。甘みと苦味が複雑で素晴らしい。バターチキン。これまた複雑な香りと味。酸味がアクセントで好き。ナンとの相性が最高。上品でだけど印象に残る味。なかなか予約が取れませんがまた来ますね。,
