,store_id,store_name,score,ward,review_cnt,review,user_info
0,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,やっとこさ来れました、日本一のパン屋と名高い『ラトリエ・ドゥ・プレジール』さんへ。さすがです、１２時３０分頃店外に１０名ほどの列が( ﾟДﾟ)余りパン屋で並んでるの見たことない。まぁ、店内３名のみと限定してるので、普通のパン屋と違い、回転が悪いのもある。店内写真禁止なので、写真もないし、商品名も覚えてないけどｗ、恐らくオーナーシェフの男性が、凄く和やかで丁寧な説明やご案内してくれるので、居心地いいです。ハード系は全て一切れから、大体の大きさを指定してカットしてくれる。店名を冠した『プレジール』や『トマト』『Wチーズと海藻』や世界最古の小麦粉を使用したパン、栗をベースにしたパンなどを購入。いざ実食。生地がめっちゃスッキやわぁ。パンによって、モッチリ食感にしていたり（トマトのやつ）や、独特な小麦の風味を活かしたもの、色んな方向性の生地それぞれが、素晴らしい出来。組み合わせている具材や香辛料のバランスもよし。Wチーズと海藻のやつだけは、匂いで吐きそうになったけどｗでも全般的に斬新性と、技術に裏打ちされた、安心感あるパン屋さん。ご馳走様でした～,40代前半・男性・東京都
1,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,《東京都世田谷区》小田急祖師ケ谷大蔵駅から徒歩約５分、食べログ評価日本一のパン屋『ラトリエ ドゥ プレジール』【2020.10.10】訪問パン部門の2020年TOKYO百名店‼️食べログで４点を超えるお店はそうそうない(^.^)しかもパンだもんなぁ〜スゴい(๑˃̵ᴗ˂̵)『プレジール2019  490円』『パン・オ・ノワ・エ・レザン・オ・フロマージュ 360円』『季節のおすすめパン 570円』を購入実はこの手のパン屋さんは苦手...正直、素人の僕には分からないレベル(ｰ ｰ;)しかもけっこうなお値段しますからね〜〝プレジール2019〟は料理に合うパン‼️美味しいコース料理のおともに食べたいパンだね〜サラダやハムとかにも合いそう(^-^)ホンマもんのパンって感じですね〜〝ノワ・エ・レザン 〟はめっちゃ美味しい‼️温めると少しふんわりします(^.^)チーズクリームが濃厚でスゴく美味しいなぁ〜これはこのお店で一目惚れしたパンだ✌️買ってよかったなぁ〜(^｡^)〝季節のおすすめパン〟は栗のパンだね〜これもスゴいパンだとは思いますo(^-^)o栗とか色んな味がザクザク出てくるもんなぁ〜食感も楽しめるパンだね✌️どれもスゴいパンだとは思うけど、ある程度、パンに詳しい方や料理にパンを取り入れる方に合うかな〜ごちそうさま〜♪♪,40代前半・男性
2,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,本日はこちらへ、念願の訪問！長蛇の列を覚悟して12時半前に伺いましたが、外待ちは3名のみ。店内は対面式で3名しか入れない為、ほぼ並びがないに等しいですね…、平日はこんなもんなんだ。10分もかからず店内へ。小麦の香りがフワッと鼻に抜けます。何と言っても具がギッシリ入ったハード系が主体で、どれも半端じゃなく美味しそう。一切れ単位で購入出来る為、5種を一切れずつオーダー。店員さんの「一切れからも気軽に行ってくださいね！」がとても優しかった笑 凄く物腰柔らかい接客です。・パン オ フルイ ルージュ 2020・スペシャルROSE・今週のアミティエ(ほうじ茶とマロングラッセ、2種の豆、2種のレーズン、ピーカンナッツ、2種のピール)・本日のアドリブパン(くるみとチーズとオリーブ)・オススメのパン(ライ麦とナッツ)結論から言うと、並のパン屋とは全く次元の異なる最高傑作の数々。自家培養された酵母は独特の風味、香り、旨み、酸味、様々な味わいを引き出しており、ここまでギッシリと具材が詰まっているのにも関わらず文句の付けようの無いバランス感もある。加水率も高く、ベチャ付きもしなければパサつきも無い、絶妙にしっとりした柔らかさ、この柔らかさがとても舌に馴染む。それがフリュイのような甘酸っぱい素材であろうと、チーズやオリーブのような塩気を感じる素材であろうと。どれが1番なんて選べない、どれもNo. 1、旨すぎる。個人的には悶絶レベル…笑ご馳走様でした。ハード系が好きな方には天国のような場所なのではないでしょうか。正直感動しました、ここまで旨いかと。一切れずつじゃとてもじゃないけど足りません、もっと買っておけばよかった。とにかく埼玉東部からは遠い…、でもまた絶対行きます！私的No. 1、再訪必須のお店がまた一つ増えました。※訪問時→評点 3.99,20代後半・男性・埼玉県
3,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,小麦を挽く設備があって工場見学のような楽しさがあります,
4,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,何年ぶりだろう久しぶりに祖師ヶ谷大蔵へプレジールオープン10分前です２０人待ち人気だねーお値段高いけど高いには訳があるねーやっぱり生地の味がうまいシンプルなパンの方が粉の味楽しめるねーブログに詳細載せましたhttps://ameblo.jp/pon0119/entry-12614915951.html,60代前半・女性・東京都
5,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,かなり久方ぶりでした。現在、入店3名制限があり、店外の行列長めです。パン オ フリュイ ルージュ2020（1g3.8円）1/2本購入して、だいたい1100〜1200円くらいです。相変わらずの断面！ほとんどフルーツとナッツで、むしろパンがおまけなのではないかと思うほど。イチジクやレーズン、オレンジなど、とんでもない量のフルーツでした。それゆえ、見た目よりずっしりと重いです。そのまま食べても美味、チーズと合わせても美味。クグロフ 小（690円）バニラビーンズ、ラフランス、4種のフルーツ、オレンジピール入り。十分甘いですが、それでも足りない！という方用にシロップも付いてます。これ漬けたら、激甘だと思います。ミューズリー エ フィグ（360円）オーガニックの白イチジクとミューズリー入り。イチジクの甘みがダイレクトに伝わってきます。なぜなら、大量に入っているから（笑）。ちょっとつまむくらいが一番美味しい。パン ア ラ トマト（360円）完熟トマトをさらに濃縮したような、トマトの甘みと旨味をぎゅっと味わえるパンです。子供もバクバク食べていました。他のパン屋では見ることない、ものすごいパンばかりでした。次回、まったく注文したことのないパンを注文したい！,男性・東京都
6,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,久しぶりに伺ってみました。行けば行くほど好きになるお店（＾ν＾）♡土曜日の13時頃、品数は少し減ってるくらいです。以前よりも、ゆっくり目なペースかな購入したのは以下☆パンオフリュイルージュナッツ、無花果、フリュイルージュ、ユズがぎっしり詰まった爽やかパン♡クラムはモチモチでナッツはサクサク。ユズが香って程よい清涼感が口いっぱいに広がります(・ω・)シェフのスペシャリテ古代小麦のパンです。ライ麦のようなきれいな琥珀色のムチムチなクラム。発酵種の酸味と小麦の甘さだけのシンプルな味ですが食感がとてと好みでした♪バージンオイルも合うし焼いても美味しくいただけました。パンオココココナッツミルクを練り込んだ生地に、大きめトロピカルフルーツとレーズン、ココナッツフレークなど。しっとり弾力のあるクラムがやっぱり美味しい♪どこを食べてもゴロッとフルーツが入った南国パンで甘さも自然で満足。パンオノワエレザン　オ　フロマージュザクザクした生地の中にはごろごろとくるみ、レーズン。センターのクリームチーズもぎっしりです♪仕上げの黒みつが優しい甘さ。他のパンに比べると小振りかと思いましたが密度が濃くボリュームのあるお菓子パンでした。個人的に素朴なシンプルパンが大好きなので、スペシャリテが忘れられなくて…。おすすめです。また行かねば！！,20代後半・東京都
7,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,折角の平日休みなので気合いを入れて人気店巡り。ずーっと気になっていたが、食べログのパン部門1位ということでどうせ激混みなんだろうなと気が引けて行けていなかった。こんな機会でないと行けないのでと平日金曜日、開店から1.5時間経った13時半に訪問。お店に到着すると店前には人だかりはなく、外で待っている方は一人のみ。店内は入店制限をしていて、三名までが入れる。ということでまさかの待つこと少々で入店出来てしまった。そしてさらに嬉しいことにパンも種類が豊富で選択の余地あり。嬉しい反面、まさかの展開に何を買うか迷ってしまった…そんな中購入したのが以下4品。・今週のクグロフ(中サイズ) 1380円(以下全て税込)バニラビーンズを練り込み、ラ・フランス、レッドレーズン、クランベリー、サンマスカットレーズン、グリーンレーズン、オレンジピールが入っているとのこと。・ショコラ エ オランジュ 480円有機の石臼挽き粉を配合した生地にオーガニックのチョコレート、オレンジピール、アーモンドを入れて焼き上げたとのこと。・パン オ フルュイ ルージュ 3.8円/g水を一切使わず山葡萄果汁のみ使い焼き上げましたとのこと。ピスタチオ、クルミ、ヘーゼルナッツ、ピーカンナッツ、マカダミアナッツ、アーモンド、カシューナッツ、イチジク、サルタナレーズン、カレンズ、クランベリー、サンマスカットレーズン、レッドレーズン、いよかんピール、オレンジピール、グリュエドカカオ、黒胡椒入り・スィトゥロン 190円レモンピールとオレンジピールを入り。全て翌日に頂いたのだが、パンとしてのレベルが別次元。具材のふんだんさだけであれば他のお店でもあるだろうが、生地の味わい、具材を含めたパン全体のバランス、ハード系のパンにもかかわらずサクッとした食感、全てにおいて素晴らしく、とても美味しい。そして値段も高すぎない。これだけの食材を使っていることを考えれば、コスパはかなり良いと思う。今さらながら三人で食べるにもかかわらず何で4つしか買わなかったんだろうと後悔した。今回は甘い系しか買わなかったが、料理系もあったようなので次回はそれも含めて購入したい。,男性
8,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,こちらは小田急小田原線祖師ヶ谷大蔵駅南口から西に徒歩４分ほどのところにあります。ごく普通の住宅地で店前の行列が目印。駐車場は近くのコインパーキング。評価の高いプーランジェリーということで行ってきました。店舗はあまり洒落た感じではなく普通。私が行った時には１０人ほど並んでました。店内はショーケースに並んだパンを選んで取ってもらうようになってます。今回買ったのは「パン ア ラ トマト　３６０円＋パン オ マイス　４３０円」です。残りが少なくなってほとんど売り切れだった中から選びました。パン ア ラ トマトは「オリーヴオイルとバジルをたっぷりと練りこんだ生地にドライトマトを入れチーズをのせて焼き上げました。」とのこと。直径１１cmくらいで割ってみると中にはトマトが入ってました。表面はチーズをのせて焼いてるし、トマトとバジルも加わりイタリアンなパンになってますね(^^)もっちりした生地で噛むほどに生地の甘みと風味が感じられます。パン オ マイスは「マイスとはトウモロコシのこと。コーングリッツ、コーンフラワーを配合した生地に松の実を入れ香ばしく焼き上げました。黒ゴマ入りもございます。」とのこと。１１cm×８cmくらいの大きさでマフィンのように表面にコーングリッツが付いていて、中にはカシューナッツなどが入ってる。ナッツは思ったよりもたくさん入っていて食べ応えがある。表面は固さのある生地で中はしっとりとした柔らかな質感。味もボリュームも何気に満足感がありますね(^^)人気の店なので大量に買う人がいるのは分かるんですが、焼いてあるパンを買うだけなのにやたら待つんですよね(^^;)この時は並び始めてから買って店を出るまで２６分ほどかかりました(>_<)これは売り切れ間際での時間ですから、パンがたくさんあるうちは選ぶのにさらに時間がかかると思われます。待ち時間は普通の飲食店並みなので行かれるなら時間に余裕を持って行って下さい。買う時間は１３:３０分くらいがボーダーラインかと思われますので、行列に並ぶのはさらに早く１３時前でないと買えないかも知れませんよ。,40代後半・男性
9,00000001,ラトリエ ドゥ プレジール,4.05,東京都内,432,ブログ「ペトカレス」：https://pet-restaurant.com/ペット入店範囲：不可、テイクアウトのみ食べログのパンのジャンルで堂々と1位（2020年5月現在）に輝いている「ラトリエドゥプレジール（L’atelierdePlaisir）」。「パン百名店」にも2017年から毎年のように選出されていて、「TheTabelogAward2020」のBronzeの受賞店でもあります。念願叶ってやっとこちらのパンを食べることができたのでレポートします。場所は小田急線の祖師ヶ谷大蔵駅より徒歩5～7分、成城学園前駅から徒歩10～12分ほどの場所に店を構えています。駐車場はありませんが、歩いて数分のところにいくつかコインパーキングがあります。開店の5分ほど前に到着しましたが、すでに8名ほど並んでいました。新型コロナウイルス対策のため店舗には3名までしか入店できず外で20分ほど待ちました。おすすめのパンと店のこだわりが案内板で掲げられているのが店の外から見ることができます。おすすめのパン6種類のうち3種類が購入した中に含まれているので後述します。こちらのパンは自家培養した発酵種のみを使い製造していて、店内の石臼で挽いた小麦粉やできる限り安全な材料を使ったパンを提供しているそうです。店内は撮影禁止のため残念ながら写真はありません。最初に紹介するパンは「プレジール 2019」。店の名前がついた看板パンということだけのことはあり、味はシンプルながら生地の外側のしっかりとした食べ応えと内側のモチモチの食感が堪能でき、作り手側の優しさが伝わってきます。2番目に紹介するのは「ショコラ エ オランジュ」。柔らかい生地の中にチョコレートの甘味とオレンジピールの酸味がちょうど良いバランスで含まれていて、それぞれが主張しつつもお互いを尊重しているので両方の風味が楽しめ、アーモンドがアクセントとして効いています。3番目に紹介するのは「パン オ フリュイ ルージュ 2020」。生地は山葡萄の果汁のみで練り上げられていて、その中に数多くのナッツ類とフルーツ類が散りばめられた味わい深いパンです。4番目に紹介するのは「アミティエ」。抹茶のパンです。ナッツ類やフルーツ類以外にもマロングラッセ、黒豆、紅大豆甘納豆といった和風テイストの具材がよりいっそう抹茶生地のパンの存在感を際立てています。5番目に紹介するのは「パン ア ラ トマト」。チーズの香りとドライトマトの酸味の相性が抜群でバジルや黒胡椒がアクセントとなり、おいしさを引き立たせています。6番目に紹介するのは「クグロフ」。デザート感覚でいただける栗粉の発酵菓子です。ナッツ類、チョコ類、フルーツ類が絶妙なバランスで散りばめられた栗粉の生地の中にシロップを注入すると上品なスイーツとして完成します。最後に紹介するのは「パン オ ノワ エ レザン オ フロマージュ」。たっぷりのクリームチーズがライ麦の生地に包まれていて、生地の中にはくるみとレーズンが入っていて、さらに黒蜜がたっぷりと生地の中に含まれているので、おいしくないわけがありません。今回の中では個人的に1番のお気に入りです。,東京都
