,store_id,store_name,score,ward,review_cnt,review,user_info,score_detail
0,00000001,居酒屋 NIJYU-MARU 明大前店,3.00,meidai-mae,6,"親友と久々の飲み会。最近何度かお誘いをいただいていたのだが、私の都合が合わずお断りばかり。今日はこちらからお誘いし、彼の地元で一杯やることにしました。こちらも色々某団体のことで相談もあったのでちょうどよかった。ほとんどが居酒屋で占められている、駅前のビル5階にあるこちらのお店。いつもは団体で誘導が面倒だからこんな上に行かないので、行ってみましょう。店内結構なお客さんが入っていました。図体のでかい親父が二人、カップル席に押し込まれました。照れちゃいますね。2時間飲み放題・生ビール付（1,500円・一人料理二品注文が条件）にして、さっそく乾杯！自分でもオーバーペースだと思いながらどんどんジョッキを空けて行きました。さて、つまみはというと・・・塩キャベツ枝豆鶏のから揚げかつおのカルパッチョ・・・などごく普通のお味です。安心のチェーン店ですね。あっという間にドリンクのラストオーダー。あ、麻婆豆腐頼むの忘れた…さぁ、勢いに乗ってもう一軒行きましょう！",男性・東京都,"


dinner:3.0




                ［ 料理・味 3.0


| サービス 3.0


| 雰囲気 2.8


| CP 3.0


| 酒・ドリンク 3.0 ］
              




                  ～￥999
                

                  / 1人
                


"
1,00000001,居酒屋 NIJYU-MARU 明大前店,3.00,meidai-mae,6,この日は団体で飲み会。20～30人くらいだろうか。しかも殆ど若手。さすがにこのようなニーズに応えられるお店は高井戸に存在しない。なので電車に乗って明大前まで。明大前の駅を降りるとスグ目の前にココはあります。目の前のビルの２Ｆです。店内は複雑な迷路状。個々のテーブル席が離れのようになっていて、通路は離れと離れを繋ぐ小路のようなレイアウト。クネクネとしているので方向感覚がなくなり、トイレに行ってもサクっと帰ってこれなくなります。んで、そんな小路の奥に座敷席があります。各席には最近チェーン店で流行りのＰＡＤによるオーダーシステム。これ、相当お店に馴染みじゃないと、操作方法が難しいです。っで、肝心の料理の方は．．．普通のチェーン店居酒屋です。でも、「スパイスパスタ」だけはハマリでしたね。最初から最後までずっとこれだけでチビチビと呑んでました。こんな揚げたパスタってどこでもあるとのことですが、関西では見たことないんだけどな～東京名物ですかね。とにかくはまりました。訪問日：2011年10月22日,40代後半・男性・千葉県,"


dinner:3.0




                ［ 料理・味 3.0


| サービス 3.0


| 雰囲気 3.0


| CP 3.0


| 酒・ドリンク 3.0 ］
              




                  ￥3,000～￥3,999
                

                  / 1人
                


"
2,00000001,居酒屋 NIJYU-MARU 明大前店,3.00,meidai-mae,6,チャーシュー炒飯（税抜き699円）と自家製メンチカツ（税抜き299円）を注文した。値段は税込みで1077円とちょっとでした。お通しをカットできるとのことでそのようにしてもらった。支払いは優待ポイントにて。おいしくいただきました。ごちそうさまでした。,,"


dinner:3.0




                ［ 料理・味 3.0


| サービス 3.0


| 雰囲気 3.0


| CP 3.0


| 酒・ドリンク - ］
              




                  ￥1,000～￥1,999
                

                  / 1人
                


"
3,00000001,居酒屋 NIJYU-MARU 明大前店,3.00,meidai-mae,6,駅の目の前で帰りが楽です。大きいお店なので宴会もできます。私は花見の後の二次会として利用させていただきました。いつも思うのですが、もちろんお料理は美味しいのですがカラオケのデジタル歌本みたいにリモコン操作して注文しないといけないのが少し面倒です。店員さんに口頭で注文しようとすると、リモコンからお願いしますと断られました。でも、ここの空芯菜の炒め物がお気に入りです。いつもおかわりしちゃいます。,30代後半・女性・東京都,"


dinner:2.7




                ［ 料理・味 2.7


| サービス 2.3


| 雰囲気 2.3


| CP 2.7


| 酒・ドリンク 2.7 ］
              




                  ￥3,000～￥3,999
                

                  / 1人
                


"
4,00000001,居酒屋 NIJYU-MARU 明大前店,3.00,meidai-mae,6,明大前のまん前にあるビルの5階にある居酒屋です。畳の座敷もあれば、テーブルはちょっとだけ中途半端に仕切れるようになってたりもします。料理は意外と安くリーズナブルで若い客層を意識してます、、まあ明大の学生ターゲットでしょう。ここ10年くらいでバタバタと明大前にはお店ができ、居酒屋などもかなり競争が激しくなってきてますが、同じビルの地下に入っているチェーン系の居酒屋とどうしても比較されると思いますがちょっと歩が悪いかもしれません。ただそういったところより、多少静かかなと思います。,男性,"


dinner:3.0




                ［ 料理・味 3.0


| サービス 3.0


| 雰囲気 3.5


| CP 3.5


| 酒・ドリンク 3.0 ］
              




                  ￥3,000～￥3,999
                

                  / 1人
                


"
5,00000001,居酒屋 NIJYU-MARU 明大前店,3.00,meidai-mae,6,明大前の駅を出て目の前のビルにあります。顔を上げると看板が出ています。いろいろなジャンルの食べ物があり、おいしかったです。一般的なチェーン店の居酒屋に比べるとちょっと高いかなと思いました。女性２人で行きましたが個室に通してもらえました。リモコンで注文します。全てのメニューの写真を見られるのは良いのですが、操作するのがちょっと面倒くさかったです。他の席はわかりませんが、黒い壁の個室な上、照明がちょっと暗すぎるなと思いました。,,"


dinner:3.0




                ［ 料理・味 3.0


| サービス 3.0


| 雰囲気 3.0


| CP 3.0


| 酒・ドリンク 3.0 ］
              




                  ￥3,000～￥3,999
                

                  / 1人
                


"
6,00000002,大江戸ホルモン 明大前店,3.07,meidai-mae,6,ちょっと前に会食でお邪魔しました。明大前駅から徒歩3分にある大江戸ホルモン 明大前店お皿に豪快に盛り付けた大江戸カルビが大インパクト！おにくがとても大きいので炭火焼きをしてハサミで切って食べるそうです。丁寧に下ごしらえをしたホルモンは昆布をしいてタレをぬって焼いてたべました。昆布のかおりがするホルモン焼きは新鮮でした。.タン塩は癖になります子供連れでもはいりやすいのでママさん会にもぜひおススメいたします。*･゜ﾟ･*:.｡..｡.:*･'(*ﾟ▽ﾟ*)'･*:.｡. .｡.:*･゜ﾟ･*.カウンター 座敷  両方あります(^^)ひとり焼肉 にも入りやすい感じです♪たくさんいろんな種類を食べたい方にはハーフサイズのメニューもあるのでいろんなものをオーダーして美味しく食べれますね！！(((o(*ﾟ▽ﾟ*)o)))♡衣類に匂いがつきにくいように衣類クロークもあるのでデートにもどうぞ！（＾Ｏ＾☆♪,,"


dinner:3.6




                ［ 料理・味 3.5


| サービス 3.5


| 雰囲気 3.5


| CP 3.0


| 酒・ドリンク 3.0 ］
              




                  ￥2,000～￥2,999
                

                  / 1人
                


"
7,00000002,大江戸ホルモン 明大前店,3.07,meidai-mae,6,明大前にできたばかりの焼肉屋さん初訪問！店員さんがかわいかったです笑接客も笑顔が素敵でお肉も美味しいし再訪したいお店でした！大江戸カルビと大江戸ロース、軽く炙って美味しくいただきました⭐︎お酒の種類も多くて大満足！！ハーフサイズのメニューもあってこれは色々試してみたいときにはかなりお得！コスパ良いのでかなりおすすめです。,女性・東京都,"


dinner:-




                ［ 料理・味 -


| サービス -


| 雰囲気 -


| CP -


| 酒・ドリンク - ］
              

"
8,00000002,大江戸ホルモン 明大前店,3.07,meidai-mae,6,和風だしを使ったこだわりの自家製タレで、上質なお肉を楽しむことができるお店。希少部位も揃っていて満足感が高い割に、価格帯はお手頃なのが魅力です。私のお気に入りメニューは特上黒毛和牛のカルビ。あまりの柔らかさに悶絶。そして大人気メニュー「大江戸カルビ」「大江戸ロース」。特に見た目が圧巻なのは大きな1枚で提供されるロース。炭火の七輪でサッと焼いて頂くと、お肉の上質な旨味が口の中にぶわぁっと広がります。ほかにも反本丸（へんぽんがん）という味噌と香辛料に漬け込んだお肉（部位は日替わり）や、驚くほど大量のニンニクが載ったニンニクサガリ、辛さが選べる島唐辛子の辛味噌とんちゃんホルモンなど、クセになってしまうメニュー多々。そして、楽しかったのが焼きおにぎり。七輪の上に置いてタレを塗って焼く作業が面白く、つい夢中に。甘めのタレで、群馬名物「焼きまんじゅう」を彷彿とさせる味わいに思わず郷土愛が呼び起こされました。ハーフサイズのメニューも揃っているため、食べたことないお肉にも挑戦しやすいのが嬉しい点。お腹いっぱいだけど、あとちょっとだけ食べたいなぁって時にもハーフサイズは重宝します。また、お肉を食べた後にゴリ押ししたいのが「椿蜂蜜のバニラアイス」。ここだけでしか味わえない絶品スイーツです。椿の花の蜜を集めたという愛知県稲沢市の蜂蜜「椿蜂蜜」を使ったバニラアイス。バニラの風味の後にふわっと訪れる、蜂蜜の風味が絶妙。さらにここにリンゴ酢をかけて頂くと、蜂蜜のまろやかさとリンゴ酢のパキッとした酸味が混ざり合ってさらに格別な味わいに。お肉以外のサイドメニューは少ない印象を受けたのですが、これから卵かけご飯などの新メニューも続々登場するとのことで期待大。店員さんも優しくてお店自体の雰囲気も良かったので、また足を運んでみたいです。,女性・東京都,"


dinner:3.5




                ［ 料理・味 -


| サービス -


| 雰囲気 -


| CP -


| 酒・ドリンク - ］
              

"
9,00000002,大江戸ホルモン 明大前店,3.07,meidai-mae,6,平日のディナータイムに家族で利用。明大前駅からは徒歩で5分程度。幹線道路脇にある店だが、店の中からは騒音は聞こえず、食事にゆっくりと集中できる。座敷が10数席程度と、テーブルが20席程度の比較的小さなお店。手狭感は否めないが、庶民的な雰囲気の良い店である。アラカルトメニューからオーダー。ホルモンが苦手な我が家は、ホルモン以外から注文。厚切りタン、へんぽんがん、大江戸ロース、黒毛和牛のカルビ、牛はらみなどをいただいた。この店の特徴は、何と言っても炭火焼。やはり炭火ならではの味わいがそこにはある。部位の中で印象的だったのは、大江戸ロース。薄切りのロースを七輪いっぱいで炙る程度に焼く。油のノリが最高に良い上質な肉であった。思わず妻はリピート。美味しく頂くことができた。再度メニューはほとんど頼まなかったが、デザートは椿蜂蜜のバニラアイスと杏仁豆腐をいただいた。いずれも他の店にない手作りの味わいで、味も良く、最後まで美味しくいただくことができた。全体を通すと、肉質もそこそこによく、かつ低価格帯、店員さんの熱心な対応にも交換が持てた。明大前での焼肉なら、おすすめしたい店の一つである。,,"


dinner:3.5




                ［ 料理・味 3.6


| サービス 3.6


| 雰囲気 3.3


| CP 3.5


| 酒・ドリンク 3.4 ］
              




                  ￥4,000～￥4,999
                

                  / 1人
                


"
