,store_id,store_name,score,ward,review_cnt,review,user_info,score_detail
0,00000001,ピッツェリア レジスタ,3.10,hiyoshi,8,子供たちの要望によりピザを食べにこちらへ！13:30頃お店に入り、中には2組のお客さん。待なしですんなり案内していただけました。息子はマルゲリータ800円+ドリンク100円のセット。娘は小海老とドライトマトのアマルフィ1100円+ドリンク100円のセット。私は普通のオイルパスタが食べたかったので、お好みで作っていただいたあさりと小柱のペペロンチーノ1100円+サラダ&前菜&ドリンク200円のセットを。大食いな私には嬉しい！パスタ大盛り無料、ピザサイズSからMへのサイズアップ無料！！パスタは大盛りにし、マルゲリータもMサイズにサイズアップでオーダー。まず、店員さんが日本の方ではなく、注文に時間がかかりました。しかし、一生懸命日本語でオーダーをとってくださり、わたしのお好みのオーダーも厨房の方に確認しながら一生懸命やってくださったので、全く減点要因にはなってしません。ペペロンチーノ、辛いですよ？って確認され、私が食べるので辛くて大丈夫ですよー！とお伝えしたのですが、全く辛くありませんでした…鷹の爪なし！聞き間違えちゃったのかな。笑けどそれもご愛機！まず最初にきたのがセットのサラダ。色とりどりの野菜が入っていて綺麗なのですが、こんなけ綺麗な野菜を入れるなら、盛り付けもーちょっと工夫したらもっと美しくなりそうなのに…けど、普通に美味しかったです。前菜はマリネ、オムレツ(？)、フリット(？)の3種類。マリネは美味しかったのですがらそのマリネのオリーブオイルが他の前菜にダバダバに浸かってしまっていて…全部マリネ味。もーちょっと1種類ずつ離して欲しかった。店内にあるピザ窯で焼いたピザは、もっちもちの生地が食べ応えばっちり！マルゲリータもアマルフィも値段からは信じられないぐらい具沢山で美味しかったです。チーズたっぷり。アマルフィもサイズアップしとけば良かったと後悔。小海老と書いてありましたが、思ったより大きくてぷりぷりの海老に娘も大喜び。パスタは、まさかの鷹の爪が入ってなかったですが、おいしかったです！あとはイタリアンパセリの量が多かった。パセリの味がすごい。あとは小柱の大きさとニンニクの大きさが同じぐらいだったので、もーちょっとニンニク小さいとうれしかったかな…あと、今日は女性サービスの日ということで、私と娘はミニドルチェ(ティラミス)がいただけました！美味しかった❤️ドリンクのタイミングは聞いて欲しかったかなー。ホットティーは食後に飲みたかった。日吉って学生さんが多いからか学生さんへのサービスが充実。あと、曜日によってランチセットが1000円ぽっきりなんてのもやってるみたいなので子供たちと気軽にランチするには良きです。ただ、おしゃれとは言えない店内。雑多にいろいろなものが置かれていたり、これはなんだ…てものが布にかぶさって置かれていたり。不潔な印象は全くありませんが、決してデートに使えるようなお店ではないです。ご注意を！,30代前半・女性・神奈川県,"


lunch:3.2




                ［ 料理・味 3.2


| サービス 3.0


| 雰囲気 2.8


| CP 3.4


| 酒・ドリンク 3.0 ］
              




                  ￥1,000～￥1,999
                

                  / 1人
                


"
1,00000001,ピッツェリア レジスタ,3.10,hiyoshi,8,日吉にあるピッツェリア　レジスタ。カジュアルな店構えですが、こじゃれた雰囲気。やはり存在感が大きいのは、大きなピザ窯。その窯で焼き上げる20種類以上のピッツァが看板料理。イタリア産、北海道産、カナダ産の小麦をブレンドした生地は、外はかりっと香ばしく、中は適度に持ちっとした食感に仕上げています。小麦の旨味もしっかりと感じられ、おいしい。月曜限定の１０００円ランチがお得です。前妻の盛り合わせに、プリモ、飲み物までついています。この日の前菜は、フリッタータと、ゼッポリーニ、魚のマリネ。どれもベーシックですが、フリッタータは、オリーブオイルがしっかり効いてて好み。ピッツァは、醤油麹と九条ネギ、豆腐を使った和風のピザ。具材にもこだわっており、その相性も抜群。珍しいですが、醤油麹のうまみと豆腐のさっぱり感がバランスいいです。コスパがいいだけでなく、しっかりと素材や腕も良い良店でした。ピッツェリアですが、夜は、タパスやパスタ、セコンドまで豊富でリーズナブル。学生限定のコース、大盛無料など、日吉ならではの試みも。ぜひ利用していきたいです。,20代前半・男性・神奈川県,"


lunch:3.6




                ［ 料理・味 -


| サービス -


| 雰囲気 -


| CP -


| 酒・ドリンク - ］
              

"
2,00000001,ピッツェリア レジスタ,3.10,hiyoshi,8,2018年5月、日吉にオープンした窯焼きピッツァのお店「ピッツェリア レジスタ」に行ってみました♡日吉の窯焼きピッツァのお店としては、ピッツェリアぺぺに続いての２店目ですね。伺ったのは土曜のランチ時間帯。何となく予約しておくかな～という感じで予約の電話を入れた際、「子供用の椅子はなく、小上がりの個室があるのでそちらの方では？」…とご丁寧にご案内頂きました。「どんな席なんだろう？」と楽しみに伺ったお席は正味２畳程度？で、フローリング敷の小上がり個室（入口にカーテンあり）。ご丁寧にクッションも置いてありました。本来はカップルシートなのでしょうが、子連れにもいい個室です◎子供がちょこまか動いても、はたまた授乳をしようにも、他のお客様にご迷惑をかけずにすみますね！個室以外はテーブル席とカウンター席です。席間隔わりと近めな、こじんまりとした造りでした。窯焼きのピッツァが頂けるということで、ランチメニューからマルゲリータと八海山塩麹としらす 九条ネギのピッツァをお願いしました。ランチのセットには、サラダと前菜３種もついてきました。この日の前菜は、キノコのマリネ、フリッタータ、ブロッコリーとアンチョビ。どれもとっても食べやすかったです◎色味的に赤があっても良かったかも！ピッツァのサイズは約20cm程度のやや小さめサイズです。窯焼きだからこその香ばしい焼き上がりにうっとりです♡マルゲリータは結構しっかりめなトマトソースだったので、食がどんどんすすみました！八海山塩麹としらす 九条ネギのピッツァは、塩麹がものすごくいい仕事してました！家でも真似したい組み合わせです♡塩麹にしらすにチーズに…塩気はそこそこ強いので、白ワインなどのお酒と合わせるのが良さそう◎ピッツァの生地は、もちもち感というよりしっかりとした歯触り。小麦の風味はちょっぴり弱めな印象です。一方で、ソースはしっかりしているので、ソースが勝っちゃってるかな？という感がありました。個人的には、もう少し小麦の風味が際立った・もちもち食感の生地の方が好きですが、これはもう個人の好みの問題ですね。接客も一生懸命で、とても感じのいいお店でした◎お客さんが途切れることがなかったので、念のため予約をしておくと安心かも知れません！,30代後半・女性,"


lunch:3.3




                ［ 料理・味 3.3


| サービス 3.4


| 雰囲気 3.3


| CP 3.2


| 酒・ドリンク 3.2 ］
              




                  ￥1,000～￥1,999
                

                  / 1人
                


"
3,00000001,ピッツェリア レジスタ,3.10,hiyoshi,8,LIVEがはじまる前に食事をしようと思い飛び込んだお店がここレジスタさん！本格的なpizazz窯があったのでピザを食べようと思ったのですが、入店してメニューを見ると鹿のローストが！看板メニューのピザを食べずにジビエ料理を頂いてしまいました(笑)黒板メニューもあって、この日のオススメは鯛のカルパッチョや鶏肉のパテなど美味しそうな料理がズラリ！更に食中酒にピッタリのランブルスコも置いてあって嬉しい限りですw LIVEがはじまるまで40分と短い時間なのに手際良く料理が運ばれてきて大感激！ありがとうございましたー,50代後半・男性・東京都,"


dinner:3.3




                ［ 料理・味 3.5


| サービス 3.0


| 雰囲気 3.0


| CP 3.0


| 酒・ドリンク 3.5 ］
              




                  ￥3,000～￥3,999
                

                  / 1人
                


"
4,00000001,ピッツェリア レジスタ,3.10,hiyoshi,8,"go to eatでランチ予約して、1000ptで行ってみました。サラダ、前菜3種盛り、ドリンク、ピザで、１人1,100円ぐらいは、かなり安い。ピザは、マルゲリータと金華サバ•キャベツ•アンチョビのマリナーラを頼みました。Mサイズへのサイズアップが無料なのが、嬉しい。サラダはドレッシングが美味しく、前菜はどれもが美味しい。ピザは、窯焼きで生地に香ばしさがあり、モチモチで、小麦の香がしっかりする、美味しい生地です。マルゲリータは、バジルが香り、少し酸味のあるトマトソースとトロトロのチーズとバッチリの相性。一番の当たりは、金華サバのピザ。まず、全ての具がゴロゴロとのっており、アンチョビとキャベツなので外さない。金華サバが、アンチョビ感を更に増幅させ、酸味のあるトマトソースとバッチリで、とても美味しいピザでした。テイクアウトは、30%引きらしくチェーン店より相当お得なのではないか。評価の点数が低すぎると思うので、そのうち人気が出るような気がする。",,"


lunch:3.5




                ［ 料理・味 -


| サービス -


| 雰囲気 -


| CP -


| 酒・ドリンク - ］
              

"
5,00000001,ピッツェリア レジスタ,3.10,hiyoshi,8,週末の昼に訪問しました。12時前の店内にはまだお客さんはいませんでした。空いているテーブル席に着席します。豆腐とチーズのピザとスパゲッティを注文しました。ピザはMサイズまでが、スパゲッティは大盛りが無料です。ピザが焼けるのを待つ間、セットで注文したサラダと前菜を頂きます。前菜は3点の冷菜でどれもおいしいです。注文から10分ほど待ってピザの登場です。大きさは十分に大きいです。豆腐とチーズに醤油ソースはまずまず合います。ピザを食べ終わるとスパゲッティの登場です。スパゲッティの大盛りは大盛りの割にはさほど量は多くありません。おいしく頂きました。,40代前半・男性,"


lunch:3.3




                ［ 料理・味 3.4


| サービス 3.3


| 雰囲気 3.3


| CP 3.2


| 酒・ドリンク - ］
              




                  ￥1,000～￥1,999
                

                  / 1人
                


"
6,00000001,ピッツェリア レジスタ,3.10,hiyoshi,8,ランチで訪問サラダ、前菜３種盛り、ピザ、ドリンクピザは、和風のピザもあり、ここでしか食べれない個性かあって、伺う価値あります。一人分の量も、しっかりありました。アイスコーヒー背丈の低いグラスに長いストローが入っていて、飲みづらかったです。デザートケーキ　全く甘くありませんでした。チーズとかカスタードとかではなくて、何味なのか、わからなかったです。ピザが美味しいだけに、残念。注文しない方が良かったと後悔。13時30分でランチは終了。ウェイターが、店の入り口付近のテーブルで食事していました。ランチ終了時刻過ぎたとしても、お客の見える所で賄いを食べるのはどうなかと。初めて見ました。,神奈川県,"


lunch:3.0




                ［ 料理・味 3.0


| サービス 2.5


| 雰囲気 2.5


| CP 3.5


| 酒・ドリンク 2.5 ］
              




                  ￥1,000～￥1,999
                

                  / 1人
                


"
7,00000001,ピッツェリア レジスタ,3.10,hiyoshi,8,日吉駅から歩いてすぐのところにあるピッツェリア。お店はカジュアルで、おしゃれなカフェっぽい雰囲気です。ピザのランチをいただきました。サラダはさっぱりとしていました。前菜3種の盛り合わせ、綺麗で美味しかったです。ブルーチーズとハチミツのピザは、チーズたっぷりで、美味しかったです。レディースデイだったので、デザートをサービスしてくれました。ボリュームいっぱいでした。コストパフォーマンス、とても良いお店だと思います。,女性・東京都,"


lunch:3.2




                ［ 料理・味 3.1


| サービス -


| 雰囲気 -


| CP 3.4


| 酒・ドリンク - ］
              

"
8,00000002,アクイロット,3.39,hiyoshi,28,学生街であり、住宅街でもある日吉ですが、駅徒歩数分のところにカジュアルフォーマルな感じで味も美味しく、値段も手頃なイタリアンがあると慶應卒の知人に教えてもらい、コロナ渦真っ只中のゴールデンウィークにランチ訪問しました。事前に営業情報は確認した上で日吉へと向かいました。祝日の12時半。この情勢だからかも知れませんが店内の客入りはまばらな感じでした。私は1人であることを告げると丁寧な接客で厨房のライブ感が楽しめるカウンター席へ通されました。雰囲気の良いお店ですね。ランチはパスタのセットかメインのセット、あるいはその両方が楽しめるコースがあり、それぞれ数種類ずつ用意されています。私はパスタセットでモッツァレラチーズのトマトソースを選びました。サラダにスープ、デザートとドリンクが付く充実のランチです。まずはサラダとスープ。ドレッシングが美味しいシャッキリサラダと、海老のコクをとてもしっかりと感じるポタージュ、美味しいです。パスタが提供されます。バランスの良い味構成。乾麺ですが細麺でトマトモッツァレラに合います。最初少し薄味かなと思いましたが食べ進めるごとに丁度良いバランスになるタイプ。見事ですね。デザートはパンナコッタ。ドリンク飲みながらひと息と。全体的にクオリティ高いと思いました。しかもお支払いはPayPayでキャッシュレス可能。至れり尽くせりとはこのことですね。日吉でイタリアンなら個人的にはこちらのお店がイチオシです。,東京都,"


lunch:3.8




                ［ 料理・味 3.8


| サービス 4.0


| 雰囲気 3.9


| CP 4.0


| 酒・ドリンク 3.5 ］
              




                  ￥1,000～￥1,999
                

                  / 1人
                


"
9,00000002,アクイロット,3.39,hiyoshi,28,このお店は3年前ほどにオープンされた店ですが、オーナーシェフ及び支配人・ソムリエさんとはかれこれ10年ほどお付き合いさせていただいております。この日吉ではこのお店のみと断言しても良いと思うのですが、本格イタリアンが料理、サービスとも味わえます。ワインもイタリアワインのみに拘り、数千円～数万の多様な数百本のストックを取り揃えております。パスタはオーナーシェフの独自性に溢れた、飽きのこない素晴らしい数々。アルデンテも私的には完璧。料理も少し日本人向けにアレンジした本格料理。素材の拘りも、もちろん凄いです。ブラッターチーズなんかは、一度イタリア本国から空輸で送ってくれたものを提供してくれたり、年一度の”白トリュフ”なんかもだしていただいたり、とにかく通いだしての数年で、イタリアンというくくりですと食べたこと無いやつ無いんじゃないか？くらい食べさせていただいています。支配人・ソムリエさんのワインに対する知識も深く、各ワインに合ったグラスの形にも拘る入れ込みよう。なにより凄いのが、高級店でありがちな”高いワインを薦める”ということがまずありません！お客様の様子を伺い、その方々のプライドを損なわないようにさり気なく低価格の美味しい、好みに近いものを出してくれます。キッチンとホールのバランスは、お客さんにとって、居心地の良さをさらに体感させてくれます。そういった色々な意味で、このお店がこの日吉にあるということに感謝。とても貴重なお店だと思います。,,"


dinner:4.8




                ［ 料理・味 3.7


| サービス 5.0


| 雰囲気 5.0


| CP 2.6


| 酒・ドリンク 5.0 ］
              




                  ￥20,000～￥29,999
                

                  / 1人
                


"
